-0.626685704	-0.517305002	-0.448155295
-1.11327761	-1.016951272	-0.88901552
-2.087263057	-1.963481167	-1.012583938
0.586186709	0.503572258	0.345871441
0.834693284	0.701032464	0.442334529
0.658333779	0.454007348	0.370585125
-1.285628944	-1.93630041	-1.829729926
1.003036447	0.99762249	0.813039782
-0.007022534	-0.201528559	-0.126080193
-0.001411096	-0.081613454	0.00386595
0.476362835	0.429224893	-0.187465794
-0.904852741	-0.761132382	-0.649850841
-0.506440587	-0.984973911	-0.820454979
-2.621151376	-1.89472984	-1.694203274
-1.356172746	-1.148058454	-1.52120749
-0.880803717	-0.616434822	-0.492799368
0.294391892	0.481987539	0.50372013
0.186171287	0.003925988	-0.07585561
-0.19139838	-0.506112925	-0.412280593
0.496403688	0.661860197	0.458278841
-1.03151093	-0.541288023	0.00386595
-1.13091356	-1.224804121	-1.337847902
0.674366461	0.484385841	0.573077887
0.697613851	0.438018668	0.506111776
-1.233522727	-1.347117528	-1.139341218
-1.82673197	-2.076201366	-1.952501128
-1.905292113	-1.70446454	-1.462213535
0.52205598	0.362072434	0.426390217
-0.425475541	-0.874652014	-0.88901552
-0.54812556	-0.001670051	-0.19543795
-0.882406985	-0.897036167	-0.753488869
0.361729157	0.102256374	0.134609308
-1.946977087	-1.840368326	-2.084838917
0.80663609	0.665057933	0.530028244
-1.785046996	-1.616526797	-1.805813458
-0.536101049	-0.619632558	-0.510338111
-1.029106028	-0.878649185	-1.096291576
-0.886415156	-1.104889016	-1.00859786
-0.199414721	0.158216756	0.625694116
-1.850780993	-2.096187217	-2.146224518
0.477966104	0.499575088	0.484586955
0.065124536	0.190993551	0.009446459
-0.607446485	-0.511708963	-0.587668024
-0.007022534	-0.024853638	0.027782418
0.433876227	0.50197339	0.475020368
-2.169029736	-2.75891803	-2.595854116
-0.207431063	-0.131977798	0.593805492
-0.087185946	-0.001670051	-0.019253303
-0.137688895	0.589911134	0.507706208
0.995020106	0.809755493	0.668743758
